objectid,comunidad,provincia,nombre,grado_ocupacion,paseo_maritimo,nudismo,acceso_disc,Autobús,aparcamiento,aseos,lavapies,duchas,telefonos,papelera,oficina_tur,zona_infantil,zona_deportiva,club_nautico,submarino,zona_surf
2908,Canarias,Las Palmas,El Roque,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
2909,Canarias,Las Palmas,El Pozo,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2910,Canarias,Las Palmas,El Viejo,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2911,Canarias,Las Palmas,La Cocina,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2912,Canarias,Las Palmas,Las Conchas,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2913,Canarias,Las Palmas,El Altillo,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
2914,Canarias,Las Palmas,Boquini,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2915,Canarias,Las Palmas,Jinámar,Bajo,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2916,Canarias,Las Palmas,El Barranquillo,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2917,Canarias,Las Palmas,San Borondón,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2918,Canarias,Las Palmas,Chica,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2919,Canarias,Las Palmas,La Garita,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2920,Canarias,Las Palmas,Pozuelo,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2921,Canarias,Las Palmas,El Hombre,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2922,Canarias,Las Palmas,Melenara,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2923,Canarias,Las Palmas,Salinetas,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2924,Canarias,Las Palmas,Agua Dulce,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2925,Canarias,Las Palmas,Tufia,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2926,Canarias,Las Palmas,Ojos de Garza,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2927,Canarias,Las Palmas,Caleta de Fuste,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
2928,Canarias,Las Palmas,El Muellito,Bajo,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2929,Canarias,Las Palmas,Pozo Negro,Bajo,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2930,Canarias,Las Palmas,Corralejo,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
2931,Canarias,Las Palmas,La Barra,Bajo,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2932,Canarias,Las Palmas,El Islote,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2933,Canarias,Las Palmas,El Río,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2934,Canarias,Las Palmas,Los Charcos III,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2935,Canarias,Las Palmas,Los Charcos II,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2936,Canarias,Las Palmas,Los Charcos I,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2937,Canarias,Las Palmas,El Charcón,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2938,Canarias,Las Palmas,Beatriz,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2939,Canarias,Las Palmas,Punta Blanca,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2940,Canarias,Las Palmas,El Majanicho,Bajo,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2941,Canarias,Las Palmas,La Goleta,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2942,Canarias,Las Palmas,Punta Prieta,Bajo,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2943,Canarias,Las Palmas,Puerto Remedios,Bajo,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2944,Canarias,Las Palmas,Medano,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2945,Canarias,Las Palmas,El Caserón,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2946,Canarias,Las Palmas,El Bajo Negro,Medio,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2947,Canarias,Las Palmas,Larga,Bajo,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2948,Canarias,Las Palmas,Los Martos,Bajo,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2949,Canarias,Las Palmas,El Dormidero,Bajo,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2950,Canarias,Las Palmas,El Moro,Bajo,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2951,Canarias,Las Palmas,El Rosadero,Bajo,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2952,Canarias,Las Palmas,Alzada,Bajo,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
2953,Canarias,Las Palmas,Calas del Puertito,Medio,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2954,Canarias,Las Palmas,La Lajita,Bajo,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2955,Canarias,Las Palmas,Matas Blancas,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2956,Canarias,Las Palmas,Sotavento,Bajo,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
2957,Canarias,Las Palmas,Butihondo,Bajo,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
2958,Canarias,Las Palmas,Honda,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2959,Canarias,Las Palmas,La Caleta del Caballo,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2960,Canarias,Las Palmas,San Juan,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2961,Canarias,Las Palmas,Las Palomas,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2962,Canarias,Las Palmas,El Perejil,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2963,Canarias,Las Palmas,Bajo Raso,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2964,Canarias,Las Palmas,Caleta de Famara,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2965,Canarias,Las Palmas,Famara,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2966,Canarias,Las Palmas,El Valle de la Casa,bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2967,Canarias,Las Palmas,El Parrado,bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2968,Canarias,Las Palmas,La Fuentecita,bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2969,Canarias,Las Palmas,Puerto Muelas,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2970,Canarias,Las Palmas,Morro Jable,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
2971,Canarias,Las Palmas,Las Coloradas,Bajo,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2972,Canarias,Las Palmas,Morro de Potala,Bajo,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2973,Canarias,Las Palmas,El Puertito,Bajo,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2974,Canarias,Las Palmas,El Cofete,Bajo,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2975,Canarias,Las Palmas,El Viejo Rey,Bajo,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2976,Canarias,Las Palmas,La Pared,Bajo,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2977,Canarias,Las Palmas,Ugan,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2978,Canarias,Las Palmas,La Solapa,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2979,Canarias,Las Palmas,Ajuy,Medio,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2980,Canarias,Las Palmas,Tarajalejo,Medio,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2981,Canarias,Las Palmas,Blanca,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
2982,Canarias,Las Palmas,Puerto Escondido,Bajo,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2983,Canarias,Las Palmas,Carrión,Bajo,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2984,Canarias,Las Palmas,El Puertito,Medio,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2985,Canarias,Las Palmas,Janubio,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2986,Canarias,Las Palmas,El Aljibe,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2987,Canarias,Las Palmas,El Castillo,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2988,Canarias,Las Palmas,Marfolín,Bajo,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
2989,Canarias,Las Palmas,Chica,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2990,Canarias,Las Palmas,Las Playitas,Medio,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2991,Canarias,Las Palmas,Gran Tarajal,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
2992,Canarias,Las Palmas,Giniginamar,Medio,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
2993,Canarias,Las Palmas,El Castillo,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2994,Canarias,Las Palmas,El Reducto,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2995,Canarias,Las Palmas,El Cable,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2996,Canarias,Las Palmas,La Concha,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2997,Canarias,Las Palmas,El Embarcadero,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2998,Canarias,Las Palmas,El Risco,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2999,Canarias,Las Palmas,La Cantería,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3000,Canarias,Las Palmas,Caletón Blanco,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3001,Canarias,Las Palmas,Caleta González,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3002,Canarias,Las Palmas,El Banquito,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3003,Canarias,Las Palmas,Caleta del Mojón,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3004,Canarias,Las Palmas,La Caleta,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3005,Canarias,Las Palmas,Caleta de las Escamas,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3006,Canarias,Las Palmas,Caleta del Guincho,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3007,Canarias,Las Palmas,Caleta de José María,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3008,Canarias,Las Palmas,Los Caletones,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3009,Canarias,Las Palmas,Las Sebas,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3010,Canarias,Las Palmas,Caleta del Espino,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3011,Canarias,Las Palmas,Caleta del Campo,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3012,Canarias,Las Palmas,El Charcón,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3013,Canarias,Las Palmas,La Garita,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3014,Canarias,Las Palmas,De Seifio,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3015,Canarias,Las Palmas,Charco del Palo (Charca natural),Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3016,Canarias,Las Palmas,La Charca,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3017,Canarias,Las Palmas,Tío Joaquín,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3018,Canarias,Las Palmas,Tía Vicenta,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3019,Canarias,Las Palmas,Los Charcos,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3020,Canarias,Las Palmas,Las Cucharas,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3021,Canarias,Las Palmas,El Jablillo,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3022,Canarias,Las Palmas,El Bastián,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3023,Canarias,Las Palmas,El Ancla,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3024,Canarias,Las Palmas,Ensenada de las Caletas,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3025,Canarias,Las Palmas,Barlovento,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3026,Canarias,Las Palmas,Los Charcos (artificial),Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3027,Canarias,Las Palmas,La Laja,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3028,Canarias,Las Palmas,El Salado,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3029,Canarias,Las Palmas,Francesa,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3030,Canarias,Las Palmas,Lambra,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3031,Canarias,Las Palmas,Pedro Barba,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3032,Canarias,Las Palmas,Morros Negros,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3033,Canarias,Las Palmas,Barranco de los Conejos,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3034,Canarias,Las Palmas,Caleta de Arriba,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3035,Canarias,Las Palmas,Caleta del Puerto,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3036,Canarias,Las Palmas,Isla de la Alegranza,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3037,Canarias,Las Palmas,Guacimeta,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3038,Canarias,Las Palmas,Lima,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3039,Canarias,Las Palmas,Matagorda,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3040,Canarias,Las Palmas,Los Pocillos,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3041,Canarias,Las Palmas,La Peña Grande,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3042,Canarias,Las Palmas,El Barranquillo,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3043,Canarias,Las Palmas,La Peña del Dice,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3044,Canarias,Las Palmas,El Caletón de Enmedio,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3045,Canarias,Las Palmas,Blanca,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3046,Canarias,Las Palmas,Los Fariones,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3047,Canarias,Las Palmas,Pila de la Barrilla,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3048,Canarias,Las Palmas,La Madera,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3049,Canarias,Las Palmas,Las Malvas,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3050,Canarias,Las Palmas,Teneza,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3051,Canarias,Las Palmas,La Ría de la Santa,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3052,Canarias,Las Palmas,La Boca de Abajo,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3053,Canarias,Las Palmas,Quemada,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3054,Canarias,Las Palmas,La Arena,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3055,Canarias,Las Palmas,El Pozo,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3056,Canarias,Las Palmas,Caleta del Congrio,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3057,Canarias,Las Palmas,El Papagayo,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3058,Canarias,Las Palmas,La Cera,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3059,Canarias,Las Palmas,La Cruz,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3060,Canarias,Las Palmas,Caletón de San Marcial,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3061,Canarias,Las Palmas,Caletón del Cobre,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3062,Galicia,Pontevedra,Regueira,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3063,Galicia,Pontevedra,Ribeiriña pequena,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3064,Galicia,Pontevedra,Da Mona,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3065,Galicia,Pontevedra,Rio da Ribeira,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3066,Galicia,Pontevedra,Ensenada do Con,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3067,Galicia,Pontevedra,Arnaldo,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3068,Galicia,Pontevedra,Do Cocho,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3069,Galicia,Pontevedra,Do Latón,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3070,Galicia,Pontevedra,Sobreira,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3071,Galicia,Pontevedra,Do Almacén,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3072,Canarias,Las Palmas,Mujeres,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3073,Canarias,Las Palmas,Las Coloradas,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3074,Canarias,Las Palmas,Dorada,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3075,Canarias,Las Palmas,Blanca,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3076,Canarias,Las Palmas,Flamingo,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3077,Canarias,Las Palmas,La Mulata,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3078,Canarias,Las Palmas,La Campana,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3079,Canarias,Las Palmas,Montaña Roja,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3080,Canarias,Las Palmas,Janubio,bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3081,Canarias,Las Palmas,Montaña Bermeja,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3082,Galicia,Pontevedra,Do Salgueirón,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3083,Galicia,Pontevedra,Xan da Garda,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3084,Galicia,Pontevedra,Sobreira,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3085,Galicia,Pontevedra,Nosa Señora,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3086,Galicia,Pontevedra,La Calita,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3087,Galicia,Pontevedra,Seixos Negros,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3088,Galicia,Pontevedra,Do Cabalo,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3089,Galicia,Pontevedra,Castaño,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3090,Galicia,Pontevedra,De la Marina,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3091,Cantabria,Cantabria,El Cándano,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3092,Cataluña,Tarragona,Platja dels Pinets,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3093,País Vasco,Bizkaia,Hondartzape,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3094,Canarias,Las Palmas,Charco de los Clicos,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3095,Canarias,Las Palmas,El Golfo,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3096,Canarias,Las Palmas,Paso,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3097,Andalucía,Almería,San Miguel,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3098,Andalucía,Almería,Punta Entinas Sabinar,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3099,Cataluña,Barcelona,Platja de l'Estació,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3100,Cataluña,Barcelona,Platja dels Patins de Vela,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3101,Cataluña,Barcelona,Platja dels Pescadors,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3102,Cataluña,Barcelona,Platja del Pont d'en Botifarreta,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3103,Cataluña,Barcelona,Platja del Cristall,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3104,Cataluña,Barcelona,Platja de la Barca Maria,Alto,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3105,Comunitat Valenciana,Castellón/Castelló,Cala de les Llanetes,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3106,Comunitat Valenciana,Castellón/Castelló,Cala de les Timbes,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3107,Cataluña,Girona,Treumal,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3108,Cataluña,Girona,D'en Carbassó,Bajo,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3109,Cataluña,Girona,Cala Montgó,Alto,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3110,Cataluña,Girona,Cala Illa Mateua,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3111,Cataluña,Girona,Moll Grec,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3112,Principado de Asturias,Asturias,Salmoriera,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3113,Principado de Asturias,Asturias,Huelgues,Medio,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3114,Principado de Asturias,Asturias,Sancidiello,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3115,Principado de Asturias,Asturias,Gradas,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3116,Principado de Asturias,Asturias,Pumarín,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3117,Principado de Asturias,Asturias,El Aguaduz,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3118,Principado de Asturias,Asturias,El Serrón,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3119,Principado de Asturias,Asturias,La Losera,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3120,Principado de Asturias,Asturias,Coedo,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3121,Principado de Asturias,Asturias,Monellos,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3122,Galicia,Pontevedra,Sartaxéns,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3123,Galicia,Pontevedra,Do Atranco,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3124,Galicia,Pontevedra,Das Patas,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3125,Galicia,Pontevedra,Das Moscas,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3126,Galicia,Pontevedra,Do Medio,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3127,Galicia,Pontevedra,Massó,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3128,Galicia,Pontevedra,Fontexelo,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3129,Galicia,Pontevedra,Queixeira,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3130,Galicia,Pontevedra,Do Mouro,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3131,Galicia,Pontevedra,O Couto,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3132,Galicia,Pontevedra,Pereiro,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3133,Galicia,Pontevedra,O Facho,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3134,Galicia,Pontevedra,Pradeira,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3135,Galicia,Pontevedra,Con de Xido,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3136,Galicia,Pontevedra,O Correlo,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3137,Galicia,Pontevedra,Araugues,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3138,Galicia,Pontevedra,Do Pombal,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3139,Galicia,Pontevedra,Peralto,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3140,Illes Balears,Illes Balears,Ca'n Cuarassa,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3141,Illes Balears,Illes Balears,Es Caló,Bajo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3142,Illes Balears,Illes Balears,Cala Binidali,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3143,Illes Balears,Illes Balears,Cala Canutells,Medio,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
